PK,NOMBRE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,NUM,PLANTA,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL
13551,Aparcamiento para residentes. Doctor Laguna,Plazas: 537 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7f57339ae51c010VgnVCM2000000c205a0aRCRD,CALLE DOCE DE OCTUBRE,28,,,MADRID,MADRID,28009,6,NIÑO JESUS,3,RETIRO,442856,4474152,40.416038617548956,-3.673543967928384,,
39871,Aparcamiento para residentes. Doménico Scarlatti,Plazas: 480 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81e9946be351c010VgnVCM2000000c205a0aRCRD,CALLE DOMENICO SCARLATTI,7,,,MADRID,MADRID,28003,6,VALLEHERMOSO,7,CHAMBERI,439249,4476978,40.4412401903695,-3.71633149805864,,
7410134,Aparcamiento para residentes. El Greco,Plazas: 225 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0869f29bb305410VgnVCM1000000b205a0aRCRD,CALLE EL GRECO,29,-1,,MADRID,MADRID,28011,3,LUCERO,10,LATINA,436589,4473236,40.4073286671443,-3.74731337285804,,
4831001,Aparcamiento para residentes. Elvira,Plazas: 192 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca1cec05bd2a8110VgnVCM2000000c205a0aRCRD,CALLE ELVIRA,36,,,MADRID,MADRID,28028,3,FUENTE DEL BERRO,4,SALAMANCA,443523,4474708,40.4210921187441,-3.66573849295254,,
24106,Aparcamiento para residentes. Emigrantes,Plazas: 281 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bca06545f951c010VgnVCM2000000c205a0aRCRD,CALLE MINAYA,1,,,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,446066,4479857,40.467641830775,-3.63619153620736,,
13524,Aparcamiento para residentes. Encomienda de Palacios,Plazas: 320 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ad615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ENCOMIENDA DE PALACIOS,170,,,MADRID,MADRID,28030,5,FONTARRON,14,MORATALAZ,445402,4472269,40.3992442473467,-3.64337827121037,,
13550,Aparcamiento para residentes. Esfinge,Plazas: 777 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=600715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ESFINGE,58,-2,,MADRID,MADRID,28022,7,CANILLEJAS,20,SAN BLAS-CANILLEJAS,448260,4477146,40.4433597743845,-3.61009170061829,,
170634,Aparcamiento para residentes. Espalter,Plazas: 480 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fc4ff632081c010VgnVCM1000000b205a0aRCRD,CALLE ESPALTER,9,,,MADRID,MADRID,28014,5,LOS JERONIMOS,3,RETIRO,441464,4473790,40.4126788946921,-3.68991968676579,,
13558,Aparcamiento para residentes. Esperanza,Plazas: 986 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23d27339ae51c010VgnVCM2000000c205a0aRCRD,CALLE GARGANTILLA,2,,,MADRID,MADRID,28005,2,ACACIAS,2,ARGANZUELA,440267,4472278,40.3989760938926,-3.7038907804774,,
81743,Aparcamiento para residentes. Espinillo,Plazas: 155 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b4cc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE CIUDADANIA,5,0,,MADRID,MADRID,28041,4,LOS ROSALES,17,VILLAVERDE,441261,4467581,40.3567269645095,-3.69174396514792,,
24108,Aparcamiento para residentes. Esteban Villegas,Plazas: 858 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8b16545f951c010VgnVCM2000000c205a0aRCRD,CALLE POETA ESTEBAN DE VILLEGAS,4,,,MADRID,MADRID,28014,5,LOS JERONIMOS,3,RETIRO,441970,4473312,40.40840893273142,-3.683916231954491,,
13572,Aparcamiento para residentes. Estrella Polar,Plazas: 401 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b62715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ESTRELLA POLAR,6,,,MADRID,MADRID,28007,3,ESTRELLA,3,RETIRO,443410,4473549,40.4106446983225,-3.66696068383245,,
24111,Aparcamiento para residentes. Eugenia de Montijo,Plazas: 387 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db226545f951c010VgnVCM2000000c205a0aRCRD,CALLE PARQUE EUGENIA DE MONTIJO,5,,,MADRID,MADRID,28047,4,VISTA ALEGRE,11,CARABANCHEL,436159,4470176,40.37973285498474,-3.7520789047195695,,
13573,Aparcamiento para residentes. Ferrol,Plazas: 350 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30115cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA EL FERROL,34,,,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,439994,4480738,40.47516452791494,-3.707898978806774,,
13498,Aparcamiento para residentes. Finisterre,Plazas: 305 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d4715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE FINISTERRE,21,,,MADRID,MADRID,28029,5,LA PAZ,8,FUENCARRAL-EL PARDO,440443,4481128,40.4787115545523,-3.70264427058508,,
81745,Aparcamiento para residentes. Fonsagrada,Plazas: 253 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed7dc2c6e051c010VgnVCM2000000c205a0aRCRD,PLAZA ARTEIJO,10,,,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,440062,4481018,40.477694803073895,-3.7071228764557786,,
4831271,Aparcamiento para residentes. Francisco Altimiras,Plazas: 59 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0055b87103a8110VgnVCM2000000c205a0aRCRD,CALLE FRANCISCO ALTIMIRAS,2,,SEMIESQUINA CON LA AV. DE LOS TOREROS,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443720,4476105,40.4336887886822,-3.663538450106072,,
13635,Aparcamiento para residentes. Francisco Rioja,Plazas: 392 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=537715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE LUIS RUIZ,27,,,MADRID,MADRID,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,445873,4475766,40.430778722730366,-3.6381242830303946,,
13634,Aparcamiento para residentes. Francos Rodríguez,Plazas: 296 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a99715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE NUMANCIA,63,,,MADRID,MADRID,28039,1,BELLAS VISTAS,6,TETUAN,439795,4478705,40.456831249177,-3.71005050591214,,
24119,Aparcamiento para residentes. Galileo,Plazas: 527 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03d06545f951c010VgnVCM2000000c205a0aRCRD,CALLE BLASCO DE GARAY,38,,,MADRID,MADRID,28015,2,ARAPILES,7,CHAMBERI,439660,4476130,40.4336318167522,-3.71140097593995,,
13525,Aparcamiento para residentes. García Escámez,Plazas: 260 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46e715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ANSELMO LORENZO,11,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434687,4470444,40.3820357799705,-3.7694517822779,,
13534,Aparcamiento para residentes. García Tapia,Plazas: 252 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=663215cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA DOCTOR GARCIA TAPIA,51,,,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445240,4473666,40.4118131755341,-3.64541031210654,,
13527,Aparcamiento para residentes. Garrovillas,Plazas: 324 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffb715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE GARROVILLAS,9,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,433912,4470229,40.38003632100852,-3.7785510082435763,,
81746,Aparcamiento para residentes. General Gallegos,Plazas: 101 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34adc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE PADRE DAMIAN,39,,,MADRID,MADRID,28036,5,NUEVA ESPAÑA,5,CHAMARTIN,441874,4479182,40.46128190009474,-3.685586569654305,,
24120,Aparcamiento para residentes. General Lacy,Plazas: 663 Abierto 24 horas  Titularidad: Ayuntamiento de madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59f06545f951c010VgnVCM2000000c205a0aRCRD,CALLE GENERAL LACY,2,,ENTRE C/ ÁNCORA Y C/ MÉNDEZ ÁLVARO,MADRID,MADRID,28045,6,PALOS DE MOGUER,2,ARGANZUELA,441393,4472724,40.4030667634025,-3.69065809480978,,
13520,Aparcamiento para residentes. Gerardo Cordón,Plazas: 219 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac087339ae51c010VgnVCM2000000c205a0aRCRD,CALLE GERARDO CORDON,46,-2,,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,444647,4475314,40.42662400325405,-3.652542375709883,,
13574,Aparcamiento para residentes. Germán Pérez Carrasco,Plazas: 321 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2387339ae51c010VgnVCM2000000c205a0aRCRD,CALLE VIRGEN DEL SAGRARIO,8,,ESQUINA C/ GERMÁN PÉREZ CARRASCO,MADRID,MADRID,28027,3,QUINTANA,15,CIUDAD LINEAL,445056,4476174,40.4343990447923,-3.6477943374274,,
13522,Aparcamiento para residentes. Goya I,Plazas: 668 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=49587339ae51c010VgnVCM2000000c205a0aRCRD,CALLE GOYA,92,,,MADRID,MADRID,28009,2,GOYA,4,SALAMANCA,443020,4475098,40.424572633502564,-3.6717032128063,,
24121,Aparcamiento para residentes. Guadalete,Plazas: 290 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af116545f951c010VgnVCM2000000c205a0aRCRD,CALLE GUADALETE,12,,,MADRID,MADRID,28019,1,COMILLAS,11,CARABANCHEL,439330,4471202,40.3892153292086,-3.71482104742718,,
13615,Aparcamiento para residentes. Gómez Ulla,Plazas: 191 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3b615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE DOCTOR GOMEZ ULLA,11,,LATERAL PARQUE EVA DUARTE DE PERÓN,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443354,4475703,40.43003872255172,-3.667817175542646,,
13627,Aparcamiento para residentes. Illescas,Plazas: 261 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f787339ae51c010VgnVCM2000000c205a0aRCRD,CALLE ILLESCAS,1,,,MADRID,MADRID,28024,4,ALUCHE,10,LATINA,434979,4472174,40.3976368775692,-3.76617797063072,,
183559,Aparcamiento para residentes. Ilustración,Plazas: 142   Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=abd5bdc85c01c010VgnVCM2000000c205a0aRCRD,CALLE ISLAS CIES,25,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,439110,4481300,40.480165772347696,-3.7183829353444833,,
5421792,Aparcamiento para residentes. Ilíada,Plazas : 333 Abierto 24 Horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a89fa6b5ebbd3210VgnVCM1000000b205a0aRCRD,CALLE LA ILIADA,1,,,MADRID,MADRID,28022,7,CANILLEJAS,20,SAN BLAS-CANILLEJAS,448381,4476282,40.4355831247766,-3.60860102706914,,
13502,Aparcamiento para residentes. Isla de Arosa,Plazas: 189 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5a87339ae51c010VgnVCM2000000c205a0aRCRD,CALLE ISLA DE AROSA,2,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,439363,4481310,40.480274384539456,-3.715403636163851,,
13575,Aparcamiento para residentes. Isla de Ons,Plazas: 667 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cc87339ae51c010VgnVCM2000000c205a0aRCRD,CALLE ISLA DE ONS,5,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,438821,4481281,40.4799733680742,-3.72179162558578,,
13576,Aparcamiento para residentes. Isla de Tavira,Plazas: 326 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82f87339ae51c010VgnVCM2000000c205a0aRCRD,CALLE ISLA DE TAVIRA,3,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,439120,4481415,40.481195113179496,-3.718279041839923,,
81748,Aparcamiento para residentes. Islas Filipinas,Plazas: 397. Abierto 24 horas.  Titularidad: Ayuntamiento de Madrid.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ebcc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE CEA BERMUDEZ,49,,,MADRID,MADRID,28003,1,GAZTAMBIDE,7,CHAMBERI,439387,4476727,40.438987934763,-3.71467601723796,,
13577,Aparcamiento para residentes. Iván de Vargas,Plazas: 199 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8197339ae51c010VgnVCM2000000c205a0aRCRD,TRAVESIA IVAN DE VARGAS,4,-2,,MADRID,MADRID,28019,3,SAN ISIDRO,11,CARABANCHEL,438524,4472757,40.4031629103554,-3.72446327913775,,
13546,Aparcamiento para residentes. Jacinto Verdaguer,Plazas: 545 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f397339ae51c010VgnVCM2000000c205a0aRCRD,CALLE JACINTO VERDAGUER,25,-4,,MADRID,MADRID,28019,2,OPAÑEL,11,CARABANCHEL,438999,4471862,40.3951283273511,-3.71878014908902,,
13529,Aparcamiento para residentes. Joaquín María López,Plazas: 464 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75697339ae51c010VgnVCM2000000c205a0aRCRD,CALLE JOAQUIN MARIA LOPEZ,39,,,MADRID,MADRID,28015,1,GAZTAMBIDE,7,CHAMBERI,439414,4476552,40.4374098846186,-3.71434270556613,,
63334,Aparcamiento para residentes. Josep Pla,Plazas: 239 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d70a946be351c010VgnVCM2000000c205a0aRCRD,CALLE LOPEZ DE HOYOS,57,,,MADRID,MADRID,28002,3,CIUDAD JARDIN,5,CHAMARTIN,442549,4477052,40.4421417450308,-3.67742780223251,,
7471768,Aparcamiento para residentes. José Abascal,Plazas: 126 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ea46cd2546d5410VgnVCM2000000c205a0aRCRD,CALLE JOSE ABASCAL,54,,,MADRID,MADRID,28003,4,ALMAGRO,7,CHAMBERI,441212,4476607,40.4380386607844,-3.69314664084057,,
13526,Aparcamiento para residentes. José de Cadalso,Plazas: 259 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb897339ae51c010VgnVCM2000000c205a0aRCRD,CALLE SOLEDAD CAZORLA,51,-1,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434776,4469790,40.37614333918351,-3.7683293552234054,,
13556,Aparcamiento para residentes. José del Hierro,Plazas: 648 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12b97339ae51c010VgnVCM2000000c205a0aRCRD,CALLE HERMANOS DE PABLO,44,0,,MADRID,MADRID,28027,4,CONCEPCION,15,CIUDAD LINEAL,445148,4476620,40.4384225390412,-3.6467466652905,,
13578,Aparcamiento para residentes. José Luis Arrese,Plazas: 380 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=68d97339ae51c010VgnVCM2000000c205a0aRCRD,CALLE POETA BLAS DE OTERO,22,,,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,444488,4474640,40.42053957508049,-3.6543546216513394,,
13579,Aparcamiento para residentes. Juan de Vera,Plazas: 512 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4eba7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE JUAN DE VERA,15,,,MADRID,MADRID,28045,5,DELICIAS,2,ARGANZUELA,441264,4471957,40.39615507486834,-3.692104179001404,,
7432674,Aparcamiento para residentes. Juan Esplandiú,Plazas: 249 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=865c3d02e3b35410VgnVCM1000000b205a0aRCRD,CALLE JUAN ESPLANDIU,1,,,MADRID,MADRID,28007,3,ESTRELLA,3,RETIRO,443494,4474116,40.4157528095955,-3.66602854953252,,
13541,Aparcamiento para residentes. Juan Francisco Luján I,Plazas: 198 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d04615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN,1,,,MADRID,MADRID,28030,5,FONTARRON,14,MORATALAZ,444806,4472753,40.4035636327947,-3.65044331843857,,
17452,Aparcamiento para residentes. Juan Francisco Luján II,Plazas: 298 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66806545f951c010VgnVCM2000000c205a0aRCRD,CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN,60,,,MADRID,MADRID,28030,5,FONTARRON,14,MORATALAZ,445021,4472594,40.40214747309015,-3.647893433929952,,
13505,Aparcamiento para residentes. Juan Hurtado de Mendoza,Plazas: 269 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94ea7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE JUAN HURTADO DE MENDOZA,8,,,MADRID,MADRID,28036,5,NUEVA ESPAÑA,5,CHAMARTIN,441775,4479058,40.46016040184583,-3.6867407236690504,,
5556588,Aparcamiento para residentes. Juan Ramón Jiménez,Plazas: 401 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=055a0cc0caf66210VgnVCM1000000b205a0aRCRD,CALLE JUAN RAMON JIMENEZ,49,,,MADRID,MADRID,28036,5,NUEVA ESPAÑA,5,CHAMARTIN,441747,4479389,40.4631368719306,-3.68710046083546,,
81768,Aparcamiento para residentes. Lagasca,Plazas: 327 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=089cc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE DIEGO DE LEON,11,,,MADRID,MADRID,28006,6,CASTELLANA,4,SALAMANCA,441998,4476272,40.43506964165062,-3.68384686761382,,
13580,Aparcamiento para residentes. Lardero,Plazas: 382 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=313b7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE LARDERO,3-B,,,MADRID,MADRID,28032,,AMBROZ,,VICALVARO,448283,4473667,40.4101369517756,-3.610828352314449,,
13581,Aparcamiento para residentes. Maldonado,Plazas: 721 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=875b7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE MALDONADO,34,,,MADRID,MADRID,28006,5,LISTA,4,SALAMANCA,442405,4476113,40.43366755605813,-3.679035794267012,,
13582,Aparcamiento para residentes. Manizales,Plazas: 401 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd7b7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE MANIZALES,1,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,HORTALEZA,445998,4480531,40.4737064681745,-3.6370593589937,,
24122,Aparcamiento para residentes. Manuel Noya,Plazas: 492 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5416545f951c010VgnVCM2000000c205a0aRCRD,CALLE MANUEL NOYA,2,,(JARDINES),MADRID,MADRID,28026,5,MOSCARDO,,USERA,439582,4471208,40.3892836806595,-3.71185039642932,,
13583,Aparcamiento para residentes. Marcos de Orueta,Plazas: 196 Abierto 24 horas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24ab7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE ANGEL MUGICA,9,,,MADRID,MADRID,28034,6,VALVERDE,8,FUENCARRAL-EL PARDO,441853,4481789,40.48476485902592,-3.6860667411043053,,
