PK,NOMBRE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,wikidata_calle,NUM,PLANTA,ORIENTACION,LOCALIDAD,wikidata_localidad,COMUNIDAD AUTONOMA,wikidata_provincia,CODIGO-POSTAL,COD-BARRIO,BARRIO,wikidata_barrio,COD-DISTRITO,DISTRITO,wikidata_distrito,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL
13566,Aparcamiento para residentes. Calanda,Plazas: 368 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=157415cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CALANDA,,30,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,3,Canillas,https://wikidata.org/entity/Q9694341,16,Hortaleza,https://wikidata.org/entity/Q1928529,445621,4479290,40.4625086228176,-3.64139838482317,,
13499,Aparcamiento para residentes. Camarena,Plazas: 192 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b9415cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CAMARENA,,59,-1,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28047,4,Aluche,https://wikidata.org/entity/Q31140,10,Latina,https://wikidata.org/entity/Q794954,435869,4471773,40.39409662327533,-3.755650361571214,,
13539,Aparcamiento para residentes. Camino de los Vinateros I,Plazas: 249 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1c415cbed51c010VgnVCM2000000c205a0aRCRD,Calle Camino de los Vinateros,https://wikidata.org/entity/Q28935892,159,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,6,Vinateros,https://wikidata.org/entity/Q10391533,14,Moratalaz,https://wikidata.org/entity/Q2076109,445506,4473061,40.4063803140088,-3.642216978933147,,
13538,Aparcamiento para residentes. Camino de los Vinateros II (El Torito),Plazas: 477 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08e415cbed51c010VgnVCM2000000c205a0aRCRD,Calle Camino de los Vinateros,https://wikidata.org/entity/Q28935892,120,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,6,Vinateros,https://wikidata.org/entity/Q10391533,14,Moratalaz,https://wikidata.org/entity/Q2076109,445178,4473138,40.4070586556589,-3.64609602112553,,
13632,Aparcamiento para residentes. Camino Viejo de Leganés,Plazas: 284 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e0515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CAMINO VIEJO DE LEGANES,,179,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28025,7,Abrantes,https://wikidata.org/entity/Q3773949,11,Carabanchel,https://wikidata.org/entity/Q1001991,437903,4470256,40.38058220013319,-3.7315453065945747,,
13518,Aparcamiento para residentes. Campillo del Mundo Nuevo,Plazas: 452 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5047339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA CAMPILLO DEL MUNDO NUEVO,,3,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,2,Embajadores,https://wikidata.org/entity/Q2449844,1,Centro,https://wikidata.org/entity/Q1763376,439909,4473110,40.4064404010153,-3.70818511731584,,
81710,Aparcamiento para residentes. Canal,Plazas: 112 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Teléfonos: 618 856 882                    604 288 125,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78dbc2c6e051c010VgnVCM2000000c205a0aRCRD,calle de Cea Bermúdez,https://wikidata.org/entity/Q26791743,1,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,2,Arapiles,https://wikidata.org/entity/Q10856744,7,Chamberí,https://wikidata.org/entity/Q1763370,440157,4476680,40.4386229816115,-3.70560050313099,,
13624,Aparcamiento para residentes. Cantabria,Plazas: 211 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dd015cbed51c010VgnVCM2000000c205a0aRCRD,CALLE BERGANTIN,,24,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28042,1,Alameda de Osuna,https://wikidata.org/entity/Q760737,21,Barajas,https://wikidata.org/entity/Q807230,450543,4478921,40.4594904098294,-3.5833143755023,,
81733,Aparcamiento para residentes. Castelló,Plazas: 303 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cefbc2c6e051c010VgnVCM2000000c205a0aRCRD,"Calle de Diego de León, Madrid",https://wikidata.org/entity/Q28059485,29,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28006,6,Castellana,https://wikidata.org/entity/Q4781,4,Salamanca,https://wikidata.org/entity/Q1773521,442203,4476252,40.434908578522,-3.68143698282303,,
13567,Aparcamiento para residentes. Castrillo de Aza,Plazas: 297 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa5515cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA SANTA EUGENIA,,1,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28031,2,Santa Eugenia,https://wikidata.org/entity/Q390463,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448421,4470809,40.3862854427749,-3.60768383167671,,
13533,Aparcamiento para residentes. Cañada,Plazas: 288 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a43515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CAÑADA,,27,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,6,Vinateros,https://wikidata.org/entity/Q10391533,14,Moratalaz,https://wikidata.org/entity/Q2076109,445301,4472911,40.4050195561753,-3.64462726953091,,
13636,Aparcamiento para residentes. Chamberí,Plazas: 690 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb247339ae51c010VgnVCM2000000c205a0aRCRD,"Calle de Santa Engracia, Madrid",https://wikidata.org/entity/Q26728109,34,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28010,4,Almagro,https://wikidata.org/entity/Q10954432,7,Chamberí,https://wikidata.org/entity/Q1763370,440849,4475951,40.4321041641281,-3.69736547125222,,
81734,Aparcamiento para residentes. Chaparral,Plazas: 226 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=152cc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE CHAPARRAL,,40,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,4,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,446416,4480168,40.4704680711316,-3.63209844013838,,
13568,Aparcamiento para residentes. Cidamón,Plazas: 343 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=418515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ABALOS,,4,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,6,San Juan Bautista,https://wikidata.org/entity/Q165609,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444371,4477936,40.4502275088023,-3.65601940414286,,
13503,Aparcamiento para residentes. Clara del Rey,Plazas: 179 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97a515cbed51c010VgnVCM2000000c205a0aRCRD,Clara del Rey Street,https://wikidata.org/entity/Q28055037,49,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28002,2,Prosperidad,https://wikidata.org/entity/Q4776,5,Chamartín,https://wikidata.org/entity/Q1766348,443287,4477242,40.4439002303705,-3.66873934705878,,
24099,Aparcamiento para residentes. Codorniz,Plazas: 705 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10606545f951c010VgnVCM2000000c205a0aRCRD,CALLE MONSEÑOR OSCAR ROMERO,,75,-3,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28047,4,Vista Alegre,https://wikidata.org/entity/Q3813741,11,Carabanchel,https://wikidata.org/entity/Q1001991,436248,4470455,40.3822490532466,-3.75106420146634,,
13569,Aparcamiento para residentes. Comandante Benítez,Plazas: 166 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=edc515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE COMANDANTE BENITEZ,,16,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28045,3,La Chopera,https://wikidata.org/entity/Q3773750,2,Arganzuela,https://wikidata.org/entity/Q2000929,440742,4472112,40.3975109762013,-3.69826675336291,,
13571,Aparcamiento para residentes. Condado de Treviño,Plazas: 195 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34f515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CONDADO DE TREVIÑO,,31,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,9,Costillares,https://wikidata.org/entity/Q331385,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,443249,4481255,40.4800505171255,-3.66955150726522,,
24101,Aparcamiento para residentes. Conde de Casal / Mediterraneo,Plazas: 1650 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=549e6545f951c010VgnVCM2000000c205a0aRCRD,avenida del Mediterráneo,https://wikidata.org/entity/Q57739480,28,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28007,1,Pacífico,https://wikidata.org/entity/Q3773753,3,Retiro,https://wikidata.org/entity/Q2002296,442855,4473143,40.4069414961023,-3.67346590971438,,
13504,Aparcamiento para residentes. Corazón de María I,Plazas: 166 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a1615cbed51c010VgnVCM2000000c205a0aRCRD,"Calle del Corazón de María, Madrid",https://wikidata.org/entity/Q28940875,6,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28002,2,Prosperidad,https://wikidata.org/entity/Q4776,5,Chamartín,https://wikidata.org/entity/Q1766348,443097,4476862,40.440466332376,-3.67094880753214,,
24103,Aparcamiento para residentes. Corazón de María II,Plazas: 327 públicas y 750 para residentes  Informacion sobre accesibilidad:  No tiene escalera adaptada No tiene ascensor de salida a calle 2 aseos accesibles (1&amp;ordf; planta)  Plazas para minusválidos residentes: 6    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b74e6545f951c010VgnVCM2000000c205a0aRCRD,"Calle del Corazón de María, Madrid",https://wikidata.org/entity/Q28940875,72,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28002,2,Prosperidad,https://wikidata.org/entity/Q4776,5,Chamartín,https://wikidata.org/entity/Q1766348,443433,4477298,40.4444174410574,-3.6670287481035015,915 563 165 / 915 195 280,aparcamientocorazondemaria@grupocogesa.es
13500,Aparcamiento para residentes. Cuevas de Almanzora,Plazas: 203 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=276615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE MOJACAR,,2,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,5,Apóstol Santiago,https://wikidata.org/entity/Q11906303,16,Hortaleza,https://wikidata.org/entity/Q1928529,444240,4481178,40.47941994494686,-3.6578569564924415,,
81737,Aparcamiento para residentes. Cumare,Plazas: 156 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=975dc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE NEVADO DEL RUIZ,,4,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,4,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,446165,4480082,40.4696757985277,-3.63504463154674,,
183580,Aparcamiento para residentes. Cándido Mateos,Plazas: 618 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b865bdc85c01c010VgnVCM2000000c205a0aRCRD,CALLE VALLE DE MENA,,23,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28039,4,Valdezarza,https://wikidata.org/entity/Q10388728,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439022,4480260,40.47078717988781,-3.7193258238376576,,
13535,Aparcamiento para residentes. Darwin,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dca27339ae51c010VgnVCM2000000c205a0aRCRD,Avenida de Moratalaz,https://wikidata.org/entity/Q104778384,58,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,5,Fontarrón,https://wikidata.org/entity/Q10283284,14,Moratalaz,https://wikidata.org/entity/Q2076109,444527,4472985,40.405638665853,-3.65375539091826,S/T,
183760,Aparcamiento para residentes. Doce de Octubre,Plazas: 694 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4826bdc85c01c010VgnVCM2000000c205a0aRCRD,"Calle del Alcalde Sáinz de Baranda, Madrid",https://wikidata.org/entity/Q28070977,,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28009,4,Ibiza,https://wikidata.org/entity/Q15249910,3,Retiro,https://wikidata.org/entity/Q2002296,442633,4474354,40.4178437921393,-3.67619550529124,S/T,
13630,Aparcamiento para residentes. Doctor Cirajas,Plazas: 324 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE DOCTOR CIRAJAS,,3,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28017,2,Pueblo Nuevo,https://wikidata.org/entity/Q71753,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,445930,4476291,40.4355062053263,-3.63749208941804,S/T,
13551,Aparcamiento para residentes. Doctor Laguna,Plazas: 537 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7f57339ae51c010VgnVCM2000000c205a0aRCRD,calle del Doce de Octubre,https://wikidata.org/entity/Q118724987,28,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28009,6,Niño Jesús,https://wikidata.org/entity/Q3773746,3,Retiro,https://wikidata.org/entity/Q2002296,442856,4474152,40.416038617548956,-3.673543967928384,T/D,
39871,Aparcamiento para residentes. Doménico Scarlatti,Plazas: 480 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81e9946be351c010VgnVCM2000000c205a0aRCRD,CALLE DOMENICO SCARLATTI,,7,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,6,Vallehermoso,https://wikidata.org/entity/Q6122685,7,Chamberí,https://wikidata.org/entity/Q1763370,439249,4476978,40.4412401903695,-3.71633149805864,S/T,
7410134,Aparcamiento para residentes. El Greco,Plazas: 225 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0869f29bb305410VgnVCM1000000b205a0aRCRD,CALLE EL GRECO,,29,-1,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28011,3,Lucero,https://wikidata.org/entity/Q31162,10,Latina,https://wikidata.org/entity/Q794954,436589,4473236,40.4073286671443,-3.74731337285804,S/T,
4831001,Aparcamiento para residentes. Elvira,Plazas: 192 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca1cec05bd2a8110VgnVCM2000000c205a0aRCRD,CALLE ELVIRA,,36,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28028,3,Fuente del Berro,https://wikidata.org/entity/Q3814564,4,Salamanca,https://wikidata.org/entity/Q1773521,443523,4474708,40.4210921187441,-3.66573849295254,,
24106,Aparcamiento para residentes. Emigrantes,Plazas: 281 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bca06545f951c010VgnVCM2000000c205a0aRCRD,CALLE MINAYA,,1,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,3,Canillas,https://wikidata.org/entity/Q9694341,16,Hortaleza,https://wikidata.org/entity/Q1928529,446066,4479857,40.467641830775,-3.63619153620736,,
13524,Aparcamiento para residentes. Encomienda de Palacios,Plazas: 320 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ad615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ENCOMIENDA DE PALACIOS,,170,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,5,Fontarrón,https://wikidata.org/entity/Q10283284,14,Moratalaz,https://wikidata.org/entity/Q2076109,445402,4472269,40.3992442473467,-3.64337827121037,,
13550,Aparcamiento para residentes. Esfinge,Plazas: 777 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=600715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ESFINGE,,58,-2,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,7,Canillejas,https://wikidata.org/entity/Q663013,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,448260,4477146,40.4433597743845,-3.61009170061829,S/T,
170634,Aparcamiento para residentes. Espalter,Plazas: 480 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fc4ff632081c010VgnVCM1000000b205a0aRCRD,CALLE ESPALTER,,9,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,5,Jerónimos,https://wikidata.org/entity/Q10306766,3,Retiro,https://wikidata.org/entity/Q2002296,441464,4473790,40.4126788946921,-3.68991968676579,S/T,
13558,Aparcamiento para residentes. Esperanza,Plazas: 986 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23d27339ae51c010VgnVCM2000000c205a0aRCRD,CALLE GARGANTILLA,,2,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,2,Las Acacias,https://wikidata.org/entity/Q3319190,2,Arganzuela,https://wikidata.org/entity/Q2000929,440267,4472278,40.3989760938926,-3.7038907804774,S/T,
81743,Aparcamiento para residentes. Espinillo,Plazas: 155 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b4cc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE CIUDADANIA,,5,0,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,4,Los Rosales,https://wikidata.org/entity/Q10319807,17,Villaverde,https://wikidata.org/entity/Q919536,441261,4467581,40.3567269645095,-3.69174396514792,,
24108,Aparcamiento para residentes. Esteban Villegas,Plazas: 858 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8b16545f951c010VgnVCM2000000c205a0aRCRD,"Calle del Poeta Esteban de Villegas, Madrid",https://wikidata.org/entity/Q52382171,4,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,5,Jerónimos,https://wikidata.org/entity/Q10306766,3,Retiro,https://wikidata.org/entity/Q2002296,441970,4473312,40.40840893273142,-3.683916231954491,,
13572,Aparcamiento para residentes. Estrella Polar,Plazas: 401 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b62715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ESTRELLA POLAR,,6,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28007,3,Estrella,https://wikidata.org/entity/Q3773738,3,Retiro,https://wikidata.org/entity/Q2002296,443410,4473549,40.4106446983225,-3.66696068383245,,
24111,Aparcamiento para residentes. Eugenia de Montijo,Plazas: 387 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db226545f951c010VgnVCM2000000c205a0aRCRD,CALLE PARQUE EUGENIA DE MONTIJO,,5,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28047,4,Vista Alegre,https://wikidata.org/entity/Q3813741,11,Carabanchel,https://wikidata.org/entity/Q1001991,436159,4470176,40.37973285498474,-3.7520789047195695,,
13573,Aparcamiento para residentes. Ferrol,Plazas: 350 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30115cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA EL FERROL,,34,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,4,El Pilar,https://wikidata.org/entity/Q3773964,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439994,4480738,40.47516452791494,-3.707898978806774,,
13498,Aparcamiento para residentes. Finisterre,Plazas: 305 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d4715cbed51c010VgnVCM2000000c205a0aRCRD,CALLE FINISTERRE,,21,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,5,La Paz,https://wikidata.org/entity/Q5869740,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440443,4481128,40.4787115545523,-3.70264427058508,,
81745,Aparcamiento para residentes. Fonsagrada,Plazas: 253 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed7dc2c6e051c010VgnVCM2000000c205a0aRCRD,PLAZA ARTEIJO,,10,,,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,4,El Pilar,https://wikidata.org/entity/Q3773964,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440062,4481018,40.477694803073895,-3.7071228764557786,,
