AÑO;MES;ID;TIPOEDIFICIO;EDIFICIO;DIRECCION;DISTRITO;CÓDIGO DISTRITO;BARRIO;CÓDIGO BARRIO;COORDENADA-X;COORDENADA-Y;LONGITUD;LATITUD;SENSOR;TIPO;CLASE;GRUPO;UNIDADES;CONSUMO
2022;3;196;Centros mixtos;CSC Rosario de Acuña;CALLE  MARIA DEL CARMEN,  65  28011  MADRID;LATINA;10;PUERTA DEL ANGEL;102;437987,1;4473166,1;-3.7308413844317583;40.406800787181176;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;207
2022;3;0;Centros sociales;CSS Entrevías;CALLE  YUSTE,  8  28053  MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;443269,1;4469676,8;-3.6682849816688368;40.37574379158176;Electricidad General (Activa);Externo;Energía activa;;kWh;16200
2022;3;0;Centros sociales;CSS Entrevías;CALLE  YUSTE,  8  28053  MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;443269,1;4469676,8;-3.6682849816688368;40.37574379158176;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;53
2022;3;0;Centros sociales;CSS Guindalera;CALLE  PILAR DE ZARAGOZA,  28  28028  MADRID;SALAMANCA;4;GUINDALERA;44;443235,39;4476092,52;-3.668341226294794;40.4336709406958;AMCSSGUINDALERA_Electricidad_General;Externo;Energía activa;;kWh;23180,63
2022;3;0;Centros sociales;CSS Guindalera;CALLE  PILAR DE ZARAGOZA,  28  28028  MADRID;SALAMANCA;4;GUINDALERA;44;443235,39;4476092,52;-3.668341226294794;40.4336709406958;AMCSSGUINDALERA_Electricidad_General;Externo;Energía Reactiva;;kvarh;8386,82
2022;3;0;Centros sociales;CSS José Villarreal;CALLE  GUILLERMO DE OSMA,  14  28045  MADRID;ARGANZUELA;2;CHOPERA;23;440779,12;4471782,08;-3.69781018604504;40.3945361930946;AMCSSJOSEVILLAREAL_Electricidad_General;Externo;Energía activa;;kWh;15207
2022;3;0;Centros sociales;CSS José Villarreal;CALLE  GUILLERMO DE OSMA,  14  28045  MADRID;ARGANZUELA;2;CHOPERA;23;440779,12;4471782,08;-3.69781018604504;40.3945361930946;AMCSSJOSEVILLAREAL_Electricidad_General;Externo;Energía Reactiva;;kvarh;464
2022;3;0;Centros sociales;CSS Puerto de las Pilas;CALLE  FUENTIDUEÑA,  16  28031  MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447218,9;4469083,22;-3.6209705595929327;40.37080874645025;AMCSSPUERTOPILAS_Electricidad_General;Externo;Energía activa;;kWh;7660
2022;3;0;Centros sociales;CSS Puerto de las Pilas;CALLE  FUENTIDUEÑA,  16  28031  MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447218,9;4469083,22;-3.6209705595929327;40.37080874645025;AMCSSPUERTOPILAS_Electricidad_General;Externo;Energía Reactiva;;kvarh;2899
2022;3;0;Centros sociales;CSS San Filiberto;CALLE  SAN FILIBERTO,  7  28026  MADRID;USERA;12;MOSCARDO;125;439292,91;4470814,64;-3.7144898128018777;40.385895351398965;AMCSSSANFILIBERTO_Electricidad_General;Externo;Energía activa;;kWh;15748
2022;3;0;Centros sociales;CSS San Filiberto;CALLE  SAN FILIBERTO,  7  28026  MADRID;USERA;12;MOSCARDO;125;439292,91;4470814,64;-3.7144898128018777;40.385895351398965;AMCSSSANFILIBERTO_Electricidad_General;Externo;Energía Reactiva;;kvarh;2128
2022;3;2094;Centros sociales;CSS San Vicente de Paul;CALLE  BUITRAGO DEL LOZOYA,  22  28035  MADRID;FUENCARRAL - EL PARDO;8;PEÑAGRANDE;83;439320,4;4480466,2;-3.7158258575415912;40.47266170705704;Electricidad General (Activa);Externo;Energía activa;;kWh;15365,01
2022;3;2094;Centros sociales;CSS San Vicente de Paul;CALLE  BUITRAGO DEL LOZOYA,  22  28035  MADRID;FUENCARRAL - EL PARDO;8;PEÑAGRANDE;83;439320,4;4480466,2;-3.7158258575415912;40.47266170705704;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;124
2022;3;1931;Centros deportivos;IDM La Bombilla;CALLE  SENDA DEL REY,  8  28040  MADRID;MONCLOA - ARAVACA;9;CASA DE CAMPO;91;437989,6;4476050,3;-3.7310929530965233;40.43278288927084;Electricidad General (Activa);Externo;Energía activa;;kWh;9478,79
2022;3;1931;Centros deportivos;IDM La Bombilla;CALLE  SENDA DEL REY,  8  28040  MADRID;MONCLOA - ARAVACA;9;CASA DE CAMPO;91;437989,6;4476050,3;-3.7310929530965233;40.43278288927084;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;3559,8
2022;3;772;Centros administrativos;JMD Centro;CALLE MAYOR, 72 28013 MADRID;CENTRO;1;PALACIO;11;439700,82;4474124,14;-3.7107369303703;40.4155572059031;acciona_jdc_0772;telemedida;Energía activa;;kWh;23007
2022;3;772;Centros administrativos;JMD Centro;CALLE MAYOR, 72 28013 MADRID;CENTRO;1;PALACIO;11;439700,82;4474124,14;-3.7107369303703;40.4155572059031;acciona_jdc_0772;telemedida;Energía Reactiva;;kvarh;5357
2022;3;772;Centros administrativos;JMD Centro;CALLE MAYOR, 72 28013 MADRID;CENTRO;1;PALACIO;11;439700,82;4474124,14;-3.7107369303703;40.4155572059031;JuntaDistritoCentroAzotea_Gas;Externo;Gas;;m3;0
2022;3;97;Centros administrativos;JMD Chamberí;PLAZA CHAMBERI, 4 28010 MADRID;CHAMBERI;7;ALMAGRO;74;440869,04;4476056,1;-3.696209393767502;40.433186008045105;AMJMCHAMBERI_Electricidad_General;Externo;Energía activa;;kWh;12998
2022;3;97;Centros administrativos;JMD Chamberí;PLAZA CHAMBERI, 4 28010 MADRID;CHAMBERI;7;ALMAGRO;74;440869,04;4476056,1;-3.696209393767502;40.433186008045105;AMJMCHAMBERI_Electricidad_General;Externo;Energía Reactiva;;kvarh;1548
2022;3;97;Centros administrativos;JMD Chamberí;PLAZA CHAMBERI, 4 28010 MADRID;CHAMBERI;7;ALMAGRO;74;440869,04;4476056,1;-3.696209393767502;40.433186008045105;AMJMCHAMBERI_Gas_General;Externo;Gas;;m3;0
2022;3;0;Centros administrativos;JMD Ciudad Lineal;AVENIDA  INSTITUCION LIBRE DE ENSEÑANZA,  16  28037  MADRID;CIUDAD LINEAL;15;PUEBLO NUEVO;152;445963,6;4476352,07;-3.6364151281407935;40.43622119989908;AMJMDCLINEAL_Electricidad_General;Externo;Energía activa;;kWh;49866,99
2022;3;0;Centros administrativos;JMD Ciudad Lineal;AVENIDA  INSTITUCION LIBRE DE ENSEÑANZA,  16  28037  MADRID;CIUDAD LINEAL;15;PUEBLO NUEVO;152;445963,6;4476352,07;-3.6364151281407935;40.43622119989908;AMJMDCLINEAL_Electricidad_General;Externo;Energía Reactiva;;kvarh;15256
2022;3;1082;Centros administrativos;JMD Fuencarral;AVENIDA MONFORTE DE LEMOS, 40 28029 MADRID;FUENCARRAL - EL PARDO;8;PILAR;84;439842,57;4481114,66;-3.7097284197807;40.4785409720142;AMLAVAGUADACT_Junta_Distrito;Externo;Energía activa;;kWh;8326,73
2022;3;0;Centros administrativos;JMD Hortaleza;CARRETERA CANILLAS, 2 28043 MADRID;HORTALEZA;16;CANILLAS;163;444292,08;4479398,81;-3.656592960667253;40.46316564352573;AMJMDHORTALEZA_Electricidad_General;Externo;Energía activa;;kWh;13723,02
2022;3;0;Centros administrativos;JMD Hortaleza;CARRETERA CANILLAS, 2 28043 MADRID;HORTALEZA;16;CANILLAS;163;444292,08;4479398,81;-3.656592960667253;40.46316564352573;AMJMDHORTALEZA_Electricidad_General;Externo;Energía Reactiva;;kvarh;7787
2022;3;547;Centros administrativos;JMD Latina;AVENIDA  LAS AGUILAS,  2  A  28044  MADRID;LATINA;10;AGUILAS;107;435134,83;4470776,22;-3.7646888345823384;40.38514079523045;AMJMDLATINA_Electricidad_General;Externo;Energía activa;;kWh;16768
2022;3;547;Centros administrativos;JMD Latina;AVENIDA  LAS AGUILAS,  2  A  28044  MADRID;LATINA;10;AGUILAS;107;435134,83;4470776,22;-3.7646888345823384;40.38514079523045;AMJMDLATINA_Electricidad_General;Externo;Energía Reactiva;;kvarh;2497
2022;3;1547;Centros administrativos;JMD Retiro;PLAZA DAOIZ Y VELARDE, 2 28007 MADRID;RETIRO;3;PACIFICO;31;442512,53;4472641,09;-3.6767484416364744;40.40260433216089;AMJMRETIRO_CClima_EViejo_Enfriadora1+AMJMRETIRO_CClima_EViejo_Enfriadora2+AMJMRETIRO_CGBT_ENuevo_CClimaCubierta+AMJMRETIRO_CGBT_ENuevo_Comisaria1+AMJMRETIRO_CGBT_ENuevo_Comisaria2+AMJMRETIRO_CGBT_ENuevo_PBaja+AMJMRETIRO_CGBT_ENuevo_PPrimera+AMJMRETIRO_CGBT_ENuevo_PSegunda+AMJMRETIRO_CGBT_ENuevo_PTercera+AMJMRETIRO_CGBT_EViejo_Alumb_PSot+AMJMRETIRO_CGBT_EViejo_Climatizador+AMJMRETIRO_CGBT_EViejo_Fuerza_P0+AMJMRETIRO_CGBT_EViejo_Fuerza_P1+AMJMRETIRO_CGBT_EViejo_Fuerza_P2+AMJMRETIRO_CGBT_EViejo_Fuerza_P3;Procesado;Energía activa;;kWh;7952,98
2022;3;1547;Centros administrativos;JMD Retiro;PLAZA DAOIZ Y VELARDE, 2 28007 MADRID;RETIRO;3;PACIFICO;31;442512,53;4472641,09;-3.6767484416364744;40.40260433216089;Gas General;Externo;Gas;;m3;4541,08
2022;3;1974;Centros administrativos;JMD San Blas;AVENIDA ARCENTALES, 28 28022 MADRID;SAN BLAS - CANILLEJAS;20;ROSAS;205;448288,44;4476153,63;-3.6093213451679547;40.4346558664931;AMJMSANBLASCGBT_Electricidad_General;Externo;Energía activa;;kWh;20781
2022;3;1974;Centros administrativos;JMD San Blas;AVENIDA ARCENTALES, 28 28022 MADRID;SAN BLAS - CANILLEJAS;20;ROSAS;205;448288,44;4476153,63;-3.6093213451679547;40.4346558664931;AMJMSANBLASCGBT_Electricidad_General;Externo;Energía Reactiva;;kvarh;1553
2022;3;1974;Centros administrativos;JMD San Blas;AVENIDA ARCENTALES, 28 28022 MADRID;SAN BLAS - CANILLEJAS;20;ROSAS;205;448288,44;4476153,63;-3.6093213451679547;40.4346558664931;AMJMSANBLASCUBIERTA_Gas_General;Externo;Gas;;m3;0
2022;3;38;Centros administrativos;JMD Tetuán;CALLE BRAVO MURILLO, 357 28020 MADRID;TETUAN;6;ALMENARA;64;441177,08;4479694,39;-3.692941512799195;40.46519734181354;AMJMTETUAN_JGob_IG;Externo;Energía activa;;kWh;8423
2022;3;38;Centros administrativos;JMD Tetuán;CALLE BRAVO MURILLO, 357 28020 MADRID;TETUAN;6;ALMENARA;64;441177,08;4479694,39;-3.692941512799195;40.46519734181354;AMJMTETUAN_JGob_IG;Externo;Energía Reactiva;;kvarh;12
2022;3;38;Centros administrativos;JMD Tetuán;CALLE BRAVO MURILLO, 357 28020 MADRID;TETUAN;6;ALMENARA;64;441177,08;4479694,39;-3.692941512799195;40.46519734181354;Gas JMD+Gas Línea Madrid;Procesado;Gas;;m3;2004,47
2022;3;1092;Centros administrativos;JMD Usera;AVENIDA RAFAELA YBARRA, 41 28026 MADRID;USERA;12;PRADOLONGO;127;439681,41;4470452,48;-3.7096201207582395;40.382700337633004;AMJMUSERACGBT_Electricidad_General;Externo;Energía activa;;kWh;33490
2022;3;1092;Centros administrativos;JMD Usera;AVENIDA RAFAELA YBARRA, 41 28026 MADRID;USERA;12;PRADOLONGO;127;439681,41;4470452,48;-3.7096201207582395;40.382700337633004;AMJMUSERACGBT_Electricidad_General;Externo;Energía Reactiva;;kvarh;6811
2022;3;0;Centros administrativos;JMD Villa de Vallecas;PASEO  FEDERICO GARCIA LORCA,  12  28031  MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447260,07;4470000,27;-3.62145283126297;40.37888973330837;AMJMDVILLAVALLECAS_Electricidad_General;Externo;Energía activa;;kWh;27554
2022;3;0;Centros administrativos;JMD Villa de Vallecas;PASEO  FEDERICO GARCIA LORCA,  12  28031  MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447260,07;4470000,27;-3.62145283126297;40.37888973330837;AMJMDVILLAVALLECAS_Electricidad_General;Externo;Energía Reactiva;;kvarh;8556
2022;3;1109;Centros administrativos;JMD Villaverde;CALLE  ARROYO BUENO,  53  28021  MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439601,07;4466720,42;-3.710352495616382;40.34904971795085;AMJMVILLAVERDEPRINCIPAL_EdPrinc_IG;Externo;Energía activa;;kWh;5267,01
2022;3;1109;Centros administrativos;JMD Villaverde;CALLE  ARROYO BUENO,  53  28021  MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439601,07;4466720,42;-3.710352495616382;40.34904971795085;AMJMVILLAVERDEPRINCIPAL_EdPrinc_IG;Externo;Energía Reactiva;;kvarh;9178
2022;3;1109;Centros administrativos;JMD Villaverde;CALLE  ARROYO BUENO,  53  28021  MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439601,07;4466720,42;-3.710352495616382;40.34904971795085;Gas General Edificio Principal;Externo;Gas;;m3;1719,9
2022;3;0;Centros administrativos;JMD Villaverde Anexo;CALLE  ARROYO BUENO,  53  28021  MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439601,07;4466720,42;-3.710352495616382;40.34904971795085;AMJMVILLAVERDEANEXO_EdAnex_IG;Externo;Energía activa;;kWh;1214,3
2022;3;0;Centros administrativos;JMD Villaverde Anexo;CALLE  ARROYO BUENO,  53  28021  MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439601,07;4466720,42;-3.710352495616382;40.34904971795085;AMJMVILLAVERDEANEXO_EdAnex_IG;Externo;Energía Reactiva;;kvarh;4,2
2022;3;0;Centros administrativos;JMD Villaverde Anexo;CALLE  ARROYO BUENO,  53  28021  MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439601,07;4466720,42;-3.710352495616382;40.34904971795085;AMJMVILLAVERDEANEXO_EdAnex_Gas_General;Externo;Gas;;m3;(No hay datos)
2022;3;0;Centros administrativos;Madrid Emprende;CALLE  PRINCIPE DE VERGARA,  140  PLANTA  1ª  28002  MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;442513,91;4477295,6;-3.67786861128952;40.4443263575816;AMMADRIDEMPRENDE_Electricidad_General;Externo;Energía activa;;kWh;7042
2022;3;0;Centros administrativos;Madrid Emprende;CALLE  PRINCIPE DE VERGARA,  140  PLANTA  1ª  28002  MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;442513,91;4477295,6;-3.67786861128952;40.4443263575816;AMMADRIDEMPRENDE_Electricidad_General;Externo;Energía Reactiva;;kvarh;132
2022;3;0;Centros culturales y bibliotecas;Museo de Historia;CALLE FUENCARRAL, 78 28004 MADRID;CENTRO;1;JUSTICIA;14;440550,21;4475251,86;-3.7007090795268223;40.42582431585514;AMMHISTORIACGBT_Electricidad_General;Externo;Energía activa;;kWh;10
2022;3;0;Centros culturales y bibliotecas;Museo de Historia;CALLE FUENCARRAL, 78 28004 MADRID;CENTRO;1;JUSTICIA;14;440550,21;4475251,86;-3.7007090795268223;40.42582431585514;AMMHISTORIACGBT_Electricidad_General;Externo;Energía Reactiva;;kvarh;0
2022;3;0;Centros culturales y bibliotecas;Museo de Historia;CALLE FUENCARRAL, 78 28004 MADRID;CENTRO;1;JUSTICIA;14;440550,21;4475251,86;-3.7007090795268223;40.42582431585514;AMMHISTORIACGBT_Gas_General;Externo;Gas;;m3;0
2022;3;1987;Centros deportivos;Pabellón Jesús Rollán;CALLE AVENA, 11 28026 MADRID;USERA;12;ZOFIO;126;439280,11;4469746,13;-3.7152779102325;40.3760873422678;AMPJESUSROLLAN_GeneralBT;Externo;Energía activa;Activa Interruptor Gral;kWh;38664
2022;3;1987;Centros deportivos;Pabellón Jesús Rollán;CALLE AVENA, 11 28026 MADRID;USERA;12;ZOFIO;126;439280,11;4469746,13;-3.7152779102325;40.3760873422678;AMPJESUSROLLAN_GeneralBT;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;832
2022;3;1987;Centros deportivos;Pabellón Jesús Rollán;CALLE AVENA, 11 28026 MADRID;USERA;12;ZOFIO;126;439280,11;4469746,13;-3.7152779102325;40.3760873422678;AMPJESUSROLLAN_Gas;Externo;Gas;;m3;19397,98
2022;3;1131;Centros mixtos;Palacio Cibeles;PLAZA CIBELES, 1 28014 MADRID;RETIRO;3;LOS JERONIMOS;35;441294,07;4474471,09;-3.6919909715652;40.4187965631925;acciona_cibeles;telemedida;Energía activa;;kWh;430464
2022;3;1131;Centros mixtos;Palacio Cibeles;PLAZA CIBELES, 1 28014 MADRID;RETIRO;3;LOS JERONIMOS;35;441294,07;4474471,09;-3.6919909715652;40.4187965631925;acciona_cibeles;telemedida;Energía Reactiva;;kvarh;19334
2022;3;1131;Centros mixtos;Palacio Cibeles;PLAZA CIBELES, 1 28014 MADRID;RETIRO;3;LOS JERONIMOS;35;441294,07;4474471,09;-3.6919909715652;40.4187965631925;AMCIBELES_Gas_2;Externo;Gas;;m3;0,6
2022;3;0;Seguridad y emergencias;Parque de Bomberos 11;CALLE  MESENA,  146  28033  MADRID;HORTALEZA;16;APOSTOL SANTIAGO;165;443703,9;4480631,6;-3.6641330071150784;40.47446016847549;Electricidad General (Activa);Externo;Energía activa;;kWh;8951
2022;3;0;Seguridad y emergencias;Parque de Bomberos 11;CALLE  MESENA,  146  28033  MADRID;HORTALEZA;16;APOSTOL SANTIAGO;165;443703,9;4480631,6;-3.6641330071150784;40.47446016847549;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;562
2022;3;594;Seguridad y emergencias;Parque de Bomberos 7;AVENIDA  HELLIN,  52  28037  MADRID;SAN BLAS - CANILLEJAS;20;AMPOSTA;203;447843,6;4475509,9;-3.614878401018411;40.42859088550729;Electricidad General (Activa);Externo;Energía activa;;kWh;16816,87
2022;3;594;Seguridad y emergencias;Parque de Bomberos 7;AVENIDA  HELLIN,  52  28037  MADRID;SAN BLAS - CANILLEJAS;20;AMPOSTA;203;447843,6;4475509,9;-3.614878401018411;40.42859088550729;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;224,9
2022;3;0;Seguridad y emergencias;Parque de Bomberos 8;CALLE  PIO FELIPE,  24  28038  MADRID;PUENTE DE VALLECAS;13;NUMANCIA;136;444594,3;4471810,8;-3.6528604893748824;40.39505707882308;Electricidad General (Activa);Externo;Energía activa;;kWh;10047,88
2022;3;0;Seguridad y emergencias;Parque de Bomberos 8;CALLE  PIO FELIPE,  24  28038  MADRID;PUENTE DE VALLECAS;13;NUMANCIA;136;444594,3;4471810,8;-3.6528604893748824;40.39505707882308;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;31
2022;3;1046;Centros culturales y bibliotecas;Planetario de Madrid;AVENIDA  PLANETARIO,  16  28045  MADRID;ARGANZUELA;2;LEGAZPI;24;441919,09;4471566,9;-3.6849454373727;40.39283930441695;AMPLANETARIO_Electricidad_General;Externo;Energía activa;;kWh;126131,01
2022;3;1046;Centros culturales y bibliotecas;Planetario de Madrid;AVENIDA  PLANETARIO,  16  28045  MADRID;ARGANZUELA;2;LEGAZPI;24;441919,09;4471566,9;-3.6849454373727;40.39283930441695;AMPLANETARIO_Electricidad_General;Externo;Energía Reactiva;;kvarh;2763,01
2022;3;1046;Centros culturales y bibliotecas;Planetario de Madrid;AVENIDA  PLANETARIO,  16  28045  MADRID;ARGANZUELA;2;LEGAZPI;24;441919,09;4471566,9;-3.6849454373727;40.39283930441695;AMPLANETARIO_Gas_General;Externo;Gas;;m3;0
2022;3;1704;Seguridad y emergencias;Samur Base 14;CALLE CASUARINA, 10 28044 MADRID;LATINA;10;AGUILAS;107;435080,1;4470245,2;-3.7648004568420212;40.3802667445227;Electricidad General (Activa);Externo;Energía activa;;kWh;568,6
2022;3;1704;Seguridad y emergencias;Samur Base 14;CALLE CASUARINA, 10 28044 MADRID;LATINA;10;AGUILAS;107;435080,1;4470245,2;-3.7648004568420212;40.3802667445227;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;258,4
2022;3;1174;Centros administrativos;Sede AG Hacienda;CALLE ALCALA, 45 28014 MADRID;CENTRO;1;JUSTICIA;14;440937,24;4474516,9;-3.695760433679633;40.419308936692836;acciona_sedeaghacienda;telemedida;Energía activa;;kWh;154049
2022;3;1174;Centros administrativos;Sede AG Hacienda;CALLE ALCALA, 45 28014 MADRID;CENTRO;1;JUSTICIA;14;440937,24;4474516,9;-3.695760433679633;40.419308936692836;acciona_sedeaghacienda;telemedida;Energía Reactiva;;kvarh;8043
2022;3;0;Centros culturales y bibliotecas;Silo Biblioteca Huerta de la Salud;CALLE  MAR DE LAS ANTILLAS,  10  28033  MADRID;HORTALEZA;16;PINAR DEL REY;164;445262,4;4480710,3;-3.645755044643449;40.47527280832661;Interruptor General Silo;Externo;Energía activa;;kWh;1439,8
2022;4;2520;Otras dependencias;Almacén de la Villa;CALLE  AHUMAOS,  27  28052  MADRID;VICALVARO;19;CASCO HISTORICO DE VICALVARO;191;449292,6;4471741,7;-3.5974968359528807;40.394734071819954 ;Electricidad General (Activa);Externo;Energía activa;;kWh;14062,3
2022;4;2520;Otras dependencias;Almacén de la Villa;CALLE  AHUMAOS,  27  28052  MADRID;VICALVARO;19;CASCO HISTORICO DE VICALVARO;191;449292,6;4471741,7;-3.5974968359528807;40.394734071819954 ;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;126,5
2022;4;1745;Centros sociales;Apartamentos Tutelados Retiro;CALLE  JOSE MARTINEZ DE VELASCO,  22  28007  MADRID;RETIRO;3;ESTRELLA;33;443335,26;4473987,32;-3.667718515921123;40.41481944595919;AMAPARTUTELADOSRETIRO_Electricidad_General;Externo;Energía activa;;kWh;17545,7
2022;4;1745;Centros sociales;Apartamentos Tutelados Retiro;CALLE  JOSE MARTINEZ DE VELASCO,  22  28007  MADRID;RETIRO;3;ESTRELLA;33;443335,26;4473987,32;-3.667718515921123;40.41481944595919;AMAPARTUTELADOSRETIRO_Electricidad_General;Externo;Energía Reactiva;;kvarh;4488,4
2022;4;2258;Centros culturales y bibliotecas;Biblioteca Ana María Matute;CALLE ISAAC ALBENIZ, 1 28019 MADRID;CARABANCHEL;11;SAN ISIDRO;113;438873,92;4472154,36;-3.7202936410904;40.3977521494866;AMBIBAMMATUTE_General;Externo;Energía activa;;kWh;16278
2022;4;2258;Centros culturales y bibliotecas;Biblioteca Ana María Matute;CALLE ISAAC ALBENIZ, 1 28019 MADRID;CARABANCHEL;11;SAN ISIDRO;113;438873,92;4472154,36;-3.7202936410904;40.3977521494866;AMBIBAMMATUTE_General;Externo;Energía Reactiva;;kvarh;213
2022;4;2178;Centros culturales y bibliotecas;Biblioteca Ángel González;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;10;ALUCHE;104;434962,85;4472100,21;-3.7663713097572;40.3969681670062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energía activa;;kWh;8159
2022;4;2178;Centros culturales y bibliotecas;Biblioteca Ángel González;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;10;ALUCHE;104;434962,85;4472100,21;-3.7663713097572;40.3969681670062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energía Reactiva;;kvarh;5411
2022;4;2178;Centros culturales y bibliotecas;Biblioteca Ángel González;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;10;ALUCHE;104;434962,85;4472100,21;-3.7663713097572;40.3969681670062;AMBIBAGONZALEZ_Gas_General;Externo;Gas;;m3;2805,2
2022;4;1160;Centros culturales y bibliotecas;Biblioteca Dámaso Alonso;CALLE  MANUEL FERRERO,  1  28036  MADRID;CHAMARTIN;5;CASTILLA;56;441962,98;4479867,63;-3.684639631260018;40.467642023548;AMBIBDALONSO_Electricidad_General;Externo;Energía activa;;kWh;3362,3
2022;4;1160;Centros culturales y bibliotecas;Biblioteca Dámaso Alonso;CALLE  MANUEL FERRERO,  1  28036  MADRID;CHAMARTIN;5;CASTILLA;56;441962,98;4479867,63;-3.684639631260018;40.467642023548;AMBIBDALONSO_Electricidad_General;Externo;Energía Reactiva;;kvarh;26,5
2022;4;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Trías;PASEO FERNAN NUÑEZ, 24 28009 MADRID;RETIRO;3;LOS JERONIMOS;35;442401,74;4474247,41;-3.6796432754374946;40.41678861549688;AMBIBETRIAS_Electricidad_General;Externo;Energía activa;;kWh;17776
2022;4;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Trías;PASEO FERNAN NUÑEZ, 24 28009 MADRID;RETIRO;3;LOS JERONIMOS;35;442401,74;4474247,41;-3.6796432754374946;40.41678861549688;AMBIBETRIAS_Electricidad_General;Externo;Energía Reactiva;;kvarh;3856
2022;4;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Trías;PASEO FERNAN NUÑEZ, 24 28009 MADRID;RETIRO;3;LOS JERONIMOS;35;442401,74;4474247,41;-3.6796432754374946;40.41678861549688;AMBIBETRIAS_Gas_General;Externo;Gas;;m3;1564,8
2022;4;1763;Centros culturales y bibliotecas;Biblioteca Gabriel García Márquez;PLAZA  PUEBLO,  2  (CENTRO CULTURAL ORCASUR)  28041  MADRID;USERA;12;ORCASUR;122;440484,3;4468711,09;-3.7014543907797677;40.36697564023111;AMBPMGABRIELMARQUEZ_Electricidad_General;Externo;Energía activa;;kWh;9036
2022;4;1763;Centros culturales y bibliotecas;Biblioteca Gabriel García Márquez;PLAZA  PUEBLO,  2  (CENTRO CULTURAL ORCASUR)  28041  MADRID;USERA;12;ORCASUR;122;440484,3;4468711,09;-3.7014543907797677;40.36697564023111;AMBPMGABRIELMARQUEZ_Electricidad_General;Externo;Energía Reactiva;;kvarh;5263
2022;4;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447143,05;4469885,64;-3.6226612333620114;40.378016410030774;AMBIBGDIEGO_Electricidad_General;Externo;Energía activa;;kWh;4242
2022;4;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447143,05;4469885,64;-3.6226612333620114;40.378016410030774;AMBIBGDIEGO_Electricidad_General;Externo;Energía Reactiva;;kvarh;693
2022;4;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447143,05;4469885,64;-3.6226612333620114;40.378016410030774;AMBIBGDIEGO_Gas_General;Externo;Gas;;m3;0
2022;4;1336;Centros culturales y bibliotecas;Biblioteca Huerta de la Salud;CALLE  MAR DE LAS ANTILLAS,  10  28033  MADRID;HORTALEZA;16;PINAR DEL REY;164;445262,4;4480710,3;-3.645755044643449;40.47527280832661;Electricidad General (Activa);Externo;Energía activa;;kWh;5214
